suite	lane	repeat	vc_key	declaration	goal_hash	outcome	replay	detail	total_nanos	phases	metrics
velvet	crush-core	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|2816846931760221370	insertionSort_part_correct	2816846931760221370	core-reconstructed	not-attempted	core-directed reconstruction succeeded	187715542	collect=255583,pre-reconstruct=4793708,normalize=2378125,monomorphize=12533584,instantiate=60062750,translate=17179000,solve=41737084,replay=4375,reconstruct=48771333	
velvet	crush-core	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|1066791641437412485	insertionSort_part_correct	1066791641437412485	core-reconstructed	not-attempted	core-directed reconstruction succeeded	142873875	collect=241625,pre-reconstruct=2964542,normalize=1987750,monomorphize=9781500,instantiate=59310166,translate=15615583,solve=40444292,replay=4458,reconstruct=12523959	
velvet	crush-core	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|14825588553610653054	insertionSort_part_correct	13858382852922432078	unknown	not-attempted	solver exited without a verdict	10463398917	collect=249334,pre-reconstruct=60479583,normalize=2244666,monomorphize=11588792,instantiate=203802209,translate=44029416,solve=5047192042,translate-fallback=55489750,solve-fallback=5038323125	
velvet	crush-core	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|16465886849738339639	insertionSort_part_correct	13858382852922432078	core-reconstructed	not-attempted	core-directed reconstruction succeeded	182361876	collect=255792,pre-reconstruct=10938916,normalize=2284708,monomorphize=10019417,instantiate=41609334,translate=15340709,solve=86925667,replay=4750,reconstruct=14982583	
velvet	crush-core	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|5918835836158453730	insertionSort_part_correct	5918835836158453730	selected-fact	not-attempted	closed from a selected Lean fact	232667	collect=232667	
velvet	crush-core	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|12155028420956038391	insertionSort_part_correct	12155028420956038391	core-reconstructed	not-attempted	core-directed reconstruction succeeded	56830170	collect=180834,pre-reconstruct=1221667,normalize=1075959,monomorphize=5788917,instantiate=1253042,translate=6321417,solve=37099583,replay=4584,reconstruct=3884167	
velvet	crush-core	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|14852526092468225565	insertionSort_part_correct	139088297960392149	core-reconstructed	not-attempted	core-directed reconstruction succeeded	231859125	collect=220333,pre-reconstruct=5346834,normalize=1468000,monomorphize=7614458,instantiate=39106334,translate=12521250,solve=114854250,replay=4583,reconstruct=50723083	
velvet	crush-core	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|4477598582358312981	insertionSort_part_correct	4477598582358312981	core-reconstructed	not-attempted	core-directed reconstruction succeeded	78988624	collect=282708,pre-reconstruct=2750625,normalize=2096166,monomorphize=9327125,instantiate=1677875,translate=8927084,solve=40910125,replay=4458,reconstruct=13012458	
velvet	crush-core	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|7903702650473013145	insertionSort_part_correct	17272444315034915638	core-reconstructed	not-attempted	core-directed reconstruction succeeded	215267918	collect=255375,pre-reconstruct=18294292,normalize=2234833,monomorphize=10946917,instantiate=39683584,translate=15160167,solve=98430542,replay=4500,reconstruct=30257708	
velvet	crush-core	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|11248877774576345437	insertionSort_part_correct	139088297960392149	core-reconstructed	not-attempted	core-directed reconstruction succeeded	184360584	collect=217417,pre-reconstruct=1213500,normalize=1243208,monomorphize=7345208,instantiate=38254334,translate=12855792,solve=107464875,replay=5000,reconstruct=15761250	
velvet	crush-core	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|6709257883257101731	insertionSort_part_correct	6709257883257101731	selected-fact	not-attempted	closed from a selected Lean fact	189791	collect=189791	
velvet	crush-core	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|16576486626369642801	insertionSort_part_correct	16576486626369642801	core-reconstructed	not-attempted	core-directed reconstruction succeeded	58957374	collect=77958,pre-reconstruct=365875,normalize=90625,monomorphize=2493416,instantiate=711875,translate=3707000,solve=39454583,replay=5000,reconstruct=12051042	
velvet	crush-core	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|11235314628722112900	insertionSort_part_correct	14354530589729947841	core-reconstructed	not-attempted	core-directed reconstruction succeeded	130122165	collect=160458,pre-reconstruct=482875,normalize=128791,monomorphize=4567542,instantiate=37751333,translate=9829750,solve=62663333,replay=4167,reconstruct=14533916	
velvet	crush-core	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_part_correct|18214290959922115111	insertionSort_part_correct	17272444315034915638	core-reconstructed	not-attempted	core-directed reconstruction succeeded	1712596542	collect=220542,pre-reconstruct=9701750,normalize=1318833,monomorphize=7649417,instantiate=39136833,translate=12792292,solve=102138833,replay=3917,reconstruct=1539634125	
velvet	crush-core	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_termination_correct|11568103068982921353	insertionSort_termination_correct	11568103068982921353	core-reconstructed	not-attempted	core-directed reconstruction succeeded	158998582	collect=199375,pre-reconstruct=509958,normalize=1112542,monomorphize=5691125,instantiate=55594458,translate=12888584,solve=61818333,replay=4791,reconstruct=21179416	
velvet	crush-core	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_termination_correct|11568103068982921353	insertionSort_termination_correct	11568103068982921353	core-reconstructed	not-attempted	core-directed reconstruction succeeded	126973877	collect=205584,pre-reconstruct=499375,normalize=1155250,monomorphize=5743042,instantiate=55658416,translate=12426625,solve=40071084,replay=4292,reconstruct=11210209	
velvet	crush-core	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_termination_correct|5918835836158453730	insertionSort_termination_correct	5918835836158453730	selected-fact	not-attempted	closed from a selected Lean fact	205208	collect=205208	
velvet	crush-core	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_termination_correct|4477598582358312981	insertionSort_termination_correct	4477598582358312981	core-reconstructed	not-attempted	core-directed reconstruction succeeded	90895249	collect=171291,pre-reconstruct=471958,normalize=1087167,monomorphize=4200958,instantiate=1152792,translate=6112209,solve=63391041,replay=4250,reconstruct=14303583	
velvet	crush-core	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_termination_correct|18088860687919872176	insertionSort_termination_correct	18088860687919872176	core-reconstructed	not-attempted	core-directed reconstruction succeeded	93232915	collect=211958,pre-reconstruct=495208,normalize=1188958,monomorphize=5074458,instantiate=1264916,translate=6507917,solve=39731042,replay=4750,reconstruct=38753708	
velvet	crush-core	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_termination_correct|6709257883257101731	insertionSort_termination_correct	6709257883257101731	selected-fact	not-attempted	closed from a selected Lean fact	180292	collect=180292	
velvet	crush-core	1	Velvet/Examples/Total_Partial_example.lean|insertionSort_termination_correct|16576486626369642801	insertionSort_termination_correct	16576486626369642801	core-reconstructed	not-attempted	core-directed reconstruction succeeded	79780750	collect=88458,pre-reconstruct=399416,normalize=100542,monomorphize=2520667,instantiate=709208,translate=3703833,solve=60485250,replay=4334,reconstruct=11769042	
velvet	crush-alethe	1	Velvet/Examples/EncodeDecodeStr.lean|decodeStr'_correct|4325354716326072573	decodeStr'_correct	4325354716326072573	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	72971000	collect=2335417,normalize=1923958,monomorphize=118875,instantiate=229625,translate=13765042,solve=53463708,replay=1134375	
velvet	crush-alethe	1	Velvet/Examples/EncodeDecodeStr.lean|decodeStr'_correct|3233717574493770211	decodeStr'_correct	16298341802593511044	unknown	not-attempted	solver exited without a verdict	5060771082	collect=476500,normalize=1786625,monomorphize=19583,instantiate=30041,translate=9907708,solve=5048550625	
velvet	crush-alethe	1	Velvet/Examples/EncodeDecodeStr.lean|decodeStr'_correct|14557075163885871591	decodeStr'_correct	14557075163885871591	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	60139749	collect=496625,normalize=1733875,monomorphize=24875,instantiate=36166,translate=7504625,solve=50324333,replay=19250	
velvet	crush-alethe	1	Velvet/Examples/EncodeDecodeStr.lean|decodeStr'_correct|13851523499043008614	decodeStr'_correct	13851523499043008614	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	46780501	collect=1034042,normalize=2754584,monomorphize=40417,instantiate=56875,translate=9805708,solve=33072750,replay=16125	
velvet	crush-alethe	1	Velvet/Examples/EncodeDecodeStr.lean|decodeStr'_correct|8816666150414203262	decodeStr'_correct	8816666150414203262	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	55532709	collect=455000,normalize=1623334,monomorphize=22041,instantiate=34375,translate=3388708,solve=49988584,replay=20667	
velvet	crush-alethe	1	Velvet/Examples/EncodeDecodeStr.lean|decodeStr'_correct|7432640679462075544	decodeStr'_correct	1656677057252754089	unknown	not-attempted	no reason given	147771542	collect=822791,normalize=4914334,monomorphize=77167,instantiate=50208,translate=10213250,solve=131693792	
velvet	crush-alethe	1	Velvet/Examples/EncodeDecodeStr.lean|decodeStr'_correct|9639754685172097330	decodeStr'_correct	9639754685172097330	unknown	not-attempted	solver exited without a verdict	5052967709	collect=701417,normalize=1632833,monomorphize=23125,instantiate=37542,translate=11307542,solve=5039265250	
velvet	crush-alethe	1	Velvet/Examples/EncodeDecodeStr.lean|encodeStr_correct|10203002127808532242	encodeStr_correct	10203002127808532242	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	44411500	collect=1124625,normalize=3371000,monomorphize=24291,instantiate=31459,translate=7800292,solve=32043583,replay=16250	
velvet	crush-alethe	1	Velvet/Examples/EncodeDecodeStr.lean|encodeStr_correct|15527439877898811686	encodeStr_correct	9685533339980702200	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	63230917	collect=527584,normalize=3582333,monomorphize=24792,instantiate=33250,translate=8335541,solve=50711292,replay=16125	
velvet	crush-alethe	1	Velvet/Examples/EncodeDecodeStr.lean|encodeStr_correct|4253526900314070824	encodeStr_correct	4253526900314070824	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	57551832	collect=534958,normalize=3677750,monomorphize=25791,instantiate=36208,translate=7684667,solve=45576875,replay=15583	
velvet	crush-alethe	1	Velvet/Examples/EncodeDecodeStr.lean|encodeStr_correct|17087698223479619887	encodeStr_correct	9685533339980702200	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	62034208	collect=496500,normalize=3543916,monomorphize=24708,instantiate=32584,translate=8266667,solve=49654500,replay=15333	
velvet	crush-alethe	1	Velvet/Examples/EncodeDecodeStr.lean|encodeStr_correct|13168721855841554394	encodeStr_correct	13168721855841554394	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	60798166	collect=486167,normalize=4623000,monomorphize=25166,instantiate=35375,translate=8230125,solve=47382792,replay=15541	
velvet	crush-alethe	1	Velvet/Examples/EncodeDecodeStr.lean|encodeStr_correct|8050235650381385355	encodeStr_correct	8050235650381385355	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	104978292	collect=454875,normalize=1624375,monomorphize=19625,instantiate=31500,translate=4540250,solve=98286250,replay=21417	
velvet	crush-alethe	1	Velvet/Examples/EncodeDecodeStr.lean|encodeStr_correct|3874562368415809942	encodeStr_correct	9685533339980702200	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	42867709	collect=531583,normalize=2065417,monomorphize=25500,instantiate=37166,translate=5886834,solve=34303000,replay=18209	
velvet	crush-alethe	1	Velvet/Examples/EncodeDecodeStr.lean|encodeStr_correct|16403843650363689650	encodeStr_correct	16403843650363689650	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	58048751	collect=566125,normalize=3631625,monomorphize=27625,instantiate=38917,translate=7953042,solve=45815125,replay=16292	
velvet	crush-alethe	1	Velvet/Examples/EncodeDecodeStr.lean|encodeStr_correct|17528322019345720798	encodeStr_correct	17528322019345720798	unknown	not-attempted	solver exited without a verdict	5039869166	collect=503375,normalize=3996333,monomorphize=26625,instantiate=36708,translate=8863292,solve=5026442833	
velvet	crush-alethe	1	Velvet/Examples/EncodeDecodeStr.lean|encodeStr_correct|14846570717984605519	encodeStr_correct	14846570717984605519	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	80549999	collect=508000,normalize=4602625,monomorphize=24000,instantiate=33708,translate=10411250,solve=64954416,replay=16000	
velvet	crush-alethe	1	Velvet/Examples/EncodeDecodeStr.lean|encodeStr_correct|17345521196864181404	encodeStr_correct	17345521196864181404	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	41020792	collect=476709,normalize=1988084,monomorphize=22875,instantiate=33916,translate=4814791,solve=33669375,replay=15042	
velvet	crush-alethe	1	Velvet/Examples/EncodeDecodeStr.lean|encodeStr_correct|16873295595722686018	encodeStr_correct	16873295595722686018	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	47111374	collect=454417,normalize=2452791,monomorphize=22708,instantiate=36125,translate=4976000,solve=39153292,replay=16041	
velvet	crush-alethe	1	Velvet/Examples/EncodeDecodeStr.lean|encodeStr_correct|5769627519083430677	encodeStr_correct	5769627519083430677	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	57078335	collect=408375,normalize=1694084,monomorphize=20458,instantiate=31167,translate=4291375,solve=50617959,replay=14917	
velvet	crush-alethe	1	Velvet/Examples/EncodeDecodeStr.lean|encodeStr_correct|15630242782200619292	encodeStr_correct	15630242782200619292	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	31252208	collect=92208,normalize=37417,monomorphize=11208,instantiate=26917,translate=1296750,solve=29773833,replay=13875	
velvet	crush-alethe	1	Velvet/Examples/EncodeDecodeStr.lean|encodeStr_correct|4098508629850130765	encodeStr_correct	4098508629850130765	unknown	not-attempted	no reason given	38996917	collect=462917,normalize=1140250,monomorphize=12333,instantiate=35917,translate=4267750,solve=33077750	
velvet	crush-alethe	1	Velvet/Examples/EncodeDecodeStr.lean|encodeStr_correct|6449688271898666716	encodeStr_correct	6449688271898666716	unknown	not-attempted	solver exited without a verdict	5044549835	collect=483709,normalize=1940709,monomorphize=22500,instantiate=36875,translate=5268292,solve=5036797750	
velvet	crush-alethe	1	Velvet/Examples/EncodeDecodeStr.lean|encodeStr_correct|3108445719328028112	encodeStr_correct	3108445719328028112	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	46847459	collect=488292,normalize=2382334,monomorphize=21625,instantiate=32167,translate=5165125,solve=38741875,replay=16041	
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|insertionSort_correct|1066791641437412485	insertionSort_correct	1066791641437412485	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	134667586	collect=739375,normalize=2608417,monomorphize=11475959,instantiate=60017959,translate=21404542,solve=38311750,replay=109584	
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|insertionSort_correct|9866248891257573647	insertionSort_correct	12810594954652992486	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	1858029249	collect=272333,normalize=2355416,monomorphize=25714083,instantiate=161329000,translate=49864625,solve=1618477667,replay=16125	
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|insertionSort_correct|18360837223612973524	insertionSort_correct	18360837223612973524	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	138463791	collect=244333,normalize=2171625,monomorphize=12471917,instantiate=59598459,translate=17343041,solve=46619708,replay=14708	
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|insertionSort_correct|1066791641437412485	insertionSort_correct	1066791641437412485	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	126800251	collect=241500,normalize=1934959,monomorphize=9966458,instantiate=58261250,translate=15370541,solve=41008834,replay=16709	
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|insertionSort_correct|14825588553610653054	insertionSort_correct	13858382852922432078	unknown	not-attempted	solver exited without a verdict	10361416333	collect=254833,normalize=2223458,monomorphize=11569542,instantiate=202367916,translate=42886125,solve=5032504792,translate-fallback=44907042,solve-fallback=5024702625	
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|insertionSort_correct|16465886849738339639	insertionSort_correct	13858382852922432078	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	149586373	collect=254500,normalize=2174541,monomorphize=9749333,instantiate=40069417,translate=14342541,solve=82980875,replay=15166	
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|insertionSort_correct|2438232962388206336	insertionSort_correct	2438232962388206336	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	55268124	collect=231000,normalize=1852083,monomorphize=8409458,instantiate=1634042,translate=8591416,solve=34534083,replay=16042	
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|insertionSort_correct|12155028420956038391	insertionSort_correct	12155028420956038391	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	49997666	collect=198250,normalize=1083583,monomorphize=5939000,instantiate=1232417,translate=6273458,solve=35253583,replay=17375	
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|insertionSort_correct|14852526092468225565	insertionSort_correct	139088297960392149	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	149213582	collect=222291,normalize=1396833,monomorphize=7401458,instantiate=41055333,translate=12276417,solve=86845417,replay=15833	
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|insertionSort_correct|12688677688377801211	insertionSort_correct	12688677688377801211	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	63671333	collect=244583,normalize=1790250,monomorphize=9699209,instantiate=1867208,translate=9480333,solve=40574625,replay=15125	
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|insertionSort_correct|7903702650473013145	insertionSort_correct	17272444315034915638	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	166960917	collect=260792,normalize=1902500,monomorphize=11233083,instantiate=40132667,translate=15530250,solve=97886500,replay=15125	
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|insertionSort_correct|5379360585891885096	insertionSort_correct	5379360585891885096	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	49660999	collect=207458,normalize=1188625,monomorphize=6067375,instantiate=1238000,translate=6875458,solve=34068458,replay=15625	
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|insertionSort_correct|11248877774576345437	insertionSort_correct	139088297960392149	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	145630334	collect=217125,normalize=1237958,monomorphize=7489250,instantiate=39434167,translate=12500875,solve=84733667,replay=17292	
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|insertionSort_correct|11532741708565178815	insertionSort_correct	11532741708565178815	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	54278418	collect=230875,normalize=1245583,monomorphize=5982209,instantiate=1299500,translate=6618584,solve=38878250,replay=23417	
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|insertionSort_correct|13894794097547967513	insertionSort_correct	13894794097547967513	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	41996708	collect=154458,normalize=100625,monomorphize=2523375,instantiate=703250,translate=3847792,solve=34650958,replay=16250	
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|insertionSort_correct|11235314628722112900	insertionSort_correct	14354530589729947841	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	86671250	collect=156417,normalize=123875,monomorphize=4651542,instantiate=40010458,translate=9809125,solve=31904541,replay=15292	
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|insertionSort_correct|18214290959922115111	insertionSort_correct	17272444315034915638	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	159064042	collect=203875,normalize=213458,monomorphize=8066250,instantiate=43446334,translate=13788500,solve=93328792,replay=16833	
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|sqrt_correct|17119794831572106230	sqrt_correct	5307985127850147097	alethe-reconstructed	success	Alethe certificate replay succeeded	212734666	collect=1567958,normalize=507917,monomorphize=13042,instantiate=31083,translate=1055833,solve=34668750,replay=174890083	certificate_commands=25,certificate_assumes=6,certificate_steps=19,certificate_anchors=0,certificate_sexp_nodes=385,certificate_bytes=1596
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|sqrt_correct|16395326812896940336	sqrt_correct	3661544389526892522	alethe-reconstructed	success	Alethe certificate replay succeeded	171515000	collect=139625,normalize=420208,monomorphize=11459,instantiate=25958,translate=1032958,solve=41716542,replay=128168250	certificate_commands=25,certificate_assumes=6,certificate_steps=19,certificate_anchors=0,certificate_sexp_nodes=385,certificate_bytes=1596
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|sqrt_correct|4559485301326837329	sqrt_correct	4559485301326837329	alethe-reconstructed	success	Alethe certificate replay succeeded	73917875	collect=135417,normalize=405666,monomorphize=11291,instantiate=26042,translate=973500,solve=30500334,replay=41865625	certificate_commands=13,certificate_assumes=4,certificate_steps=9,certificate_anchors=0,certificate_sexp_nodes=187,certificate_bytes=764
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|sqrt_correct|15833581759277421577	sqrt_correct	9636917653559417038	reconstruction-failed	rule-gap	decoded SMT assumption was not derivable from its Lean source fact	228285167	collect=177917,normalize=705833,monomorphize=21250,instantiate=38208,translate=1769583,solve=123031667,replay=102540709	
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|sqrt_correct|7228731597997214785	sqrt_correct	9636917653559417038	reconstruction-failed	rule-gap	decoded SMT assumption was not derivable from its Lean source fact	154959335	collect=157833,normalize=600584,monomorphize=17250,instantiate=27834,translate=1464584,solve=68580417,replay=84110833	
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|sqrt_correct|17256355208408803011	sqrt_correct	17256355208408803011	reconstruction-failed	rule-gap	decoded SMT assumption was not derivable from its Lean source fact	116221375	collect=148583,normalize=605875,monomorphize=16708,instantiate=27959,translate=1415958,solve=31509834,replay=82496458	
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|sqrt_correct|13635698331308129878	sqrt_correct	9636917653559417038	alethe-reconstructed	success	Alethe certificate replay succeeded	141886790	collect=142541,normalize=543500,monomorphize=20958,instantiate=32333,translate=1119625,solve=39246458,replay=100781375	certificate_commands=10,certificate_assumes=6,certificate_steps=4,certificate_anchors=0,certificate_sexp_nodes=122,certificate_bytes=538
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|sqrt_correct|10800841518550636949	sqrt_correct	123143008762622395	reconstruction-failed	rule-gap	decoded SMT assumption was not derivable from its Lean source fact	263396125	collect=163833,normalize=676417,monomorphize=18791,instantiate=30750,translate=1834875,solve=158371417,replay=102300042	
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|sqrt_correct|12457966505053151830	sqrt_correct	3661544389526892522	reconstruction-failed	rule-gap	decoded SMT assumption was not derivable from its Lean source fact	243075375	collect=193750,normalize=761292,monomorphize=19375,instantiate=36000,translate=1897167,solve=132394708,replay=107773083	
velvet	crush-alethe	1	Velvet/Examples/Examples.lean|sqrt_correct|17578352201394481400	sqrt_correct	17578352201394481400	reconstruction-failed	rule-gap	decoded SMT assumption was not derivable from its Lean source fact	289651249	collect=172958,normalize=753416,monomorphize=19333,instantiate=32417,translate=1687250,solve=159309792,replay=127676083	
velvet	crush-alethe	1	Velvet/Examples/Examples_Total.lean|insertionSort_total_correct|1066791641437412485	insertionSort_total_correct	1066791641437412485	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	136526417	collect=755333,normalize=2465000,monomorphize=11690708,instantiate=61567584,translate=22084625,solve=37852209,replay=110958	
velvet	crush-alethe	1	Velvet/Examples/Examples_Total.lean|insertionSort_total_correct|9866248891257573647	insertionSort_total_correct	12810594954652992486	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	2045385959	collect=272833,normalize=2418375,monomorphize=25948083,instantiate=169245667,translate=51859792,solve=1795624917,replay=16292	
velvet	crush-alethe	1	Velvet/Examples/Examples_Total.lean|insertionSort_total_correct|18360837223612973524	insertionSort_total_correct	18360837223612973524	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	156715750	collect=255917,normalize=2121041,monomorphize=12697916,instantiate=67948584,translate=20454625,solve=53223459,replay=14208	
velvet	crush-alethe	1	Velvet/Examples/Examples_Total.lean|insertionSort_total_correct|11568103068982921353	insertionSort_total_correct	11568103068982921353	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	160530917	collect=1004292,normalize=3683292,monomorphize=13053292,instantiate=76028333,translate=23157791,solve=43588917,replay=15000	
velvet	crush-alethe	1	Velvet/Examples/Examples_Total.lean|insertionSort_total_correct|1066791641437412485	insertionSort_total_correct	1066791641437412485	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	246204583	collect=284333,normalize=2117042,monomorphize=11415791,instantiate=74289417,translate=68542541,solve=89524167,replay=31292	
velvet	crush-alethe	1	Velvet/Examples/Examples_Total.lean|insertionSort_total_correct|14825588553610653054	insertionSort_total_correct	13858382852922432078	unknown	not-attempted	solver exited without a verdict	10479266709	collect=387459,normalize=3452750,monomorphize=13941750,instantiate=297892083,translate=52184583,solve=5033104042,translate-fallback=46116208,solve-fallback=5032187834	
velvet	crush-alethe	1	Velvet/Examples/Examples_Total.lean|insertionSort_total_correct|11568103068982921353	insertionSort_total_correct	11568103068982921353	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	146255792	collect=281084,normalize=2129416,monomorphize=10939917,instantiate=69711375,translate=17801625,solve=45375917,replay=16458	
velvet	crush-alethe	1	Velvet/Examples/Examples_Total.lean|insertionSort_total_correct|16465886849738339639	insertionSort_total_correct	13858382852922432078	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	160058500	collect=271000,normalize=2230750,monomorphize=9975375,instantiate=42285958,translate=14894167,solve=90385167,replay=16083	
velvet	crush-alethe	1	Velvet/Examples/Examples_Total.lean|insertionSort_total_correct|5918835836158453730	insertionSort_total_correct	5918835836158453730	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	56650708	collect=242208,normalize=2222958,monomorphize=8420208,instantiate=1647042,translate=8924917,solve=35177625,replay=15750	
velvet	crush-alethe	1	Velvet/Examples/Examples_Total.lean|insertionSort_total_correct|12155028420956038391	insertionSort_total_correct	12155028420956038391	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	47962168	collect=225042,normalize=1133667,monomorphize=5882709,instantiate=1198417,translate=6727125,solve=32780958,replay=14250	
velvet	crush-alethe	1	Velvet/Examples/Examples_Total.lean|insertionSort_total_correct|14852526092468225565	insertionSort_total_correct	139088297960392149	reconstruction-failed	certificate-error	Proof unsupported by Alethe: contains operator DUMMY_SKOLEM	151724834	collect=230625,normalize=1488083,monomorphize=7561208,instantiate=42620875,translate=13204959,solve=86602709,replay=16375	
